,Unnamed: 0,Datapoint,Prompt_Idx,Result,Reason,sequence_length,num_numerical_tokens,num_math_tokens,math_token_ratio,has_equals_sign,mean_attention_to_math_tokens_0,mean_attention_to_math_tokens_last,mean_attention_from_math_tokens_0,mean_attention_from_math_tokens_last,final_token_attention_received,max_attention_from_math_token,self_attention_ratio,attention_entropy_layer0_math,head0_max_attention_target_is_math
23,23,23,0,True,CORRECT ANSWER,140,7,7,0.05,False,0.0022321428571428,0.002375637755102,0.0071428571428571,0.0071428571428571,0.001617431640625,0.99609375,0.26171875,1.468591809272766,False
24,24,24,0,True,CORRECT ANSWER,174,6,6,0.0344827586206896,False,0.0020653735632183,0.00181094348659,0.0057471264367816,0.0057471264367816,0.0013961791992187,0.99609375,0.259765625,1.3010822534561155,False
25,25,25,0,True,CORRECT ANSWER,220,5,5,0.0227272727272727,False,0.0016974431818181,0.0015198863636363,0.0045454545454545,0.0045454545454545,0.001068115234375,0.99609375,0.251953125,1.0324625968933103,False
26,26,26,0,True,CORRECT ANSWER,158,5,5,0.0316455696202531,False,0.002314082278481,0.002254746835443,0.0063291139240506,0.0063291139240506,0.0014114379882812,0.99609375,0.265625,1.1839476823806765,False
27,27,27,0,True,CORRECT ANSWER,140,7,7,0.05,False,0.0025988520408163,0.0020248724489795,0.0071428571428571,0.0071428571428571,0.001617431640625,0.99609375,0.267578125,1.559151291847229,False
28,28,28,0,False,WRONG REVISED ANSWER,190,11,11,0.0578947368421052,False,0.0017194976076555,0.0017718301435406,0.0052631578947368,0.0052631578947368,0.0012283325195312,0.99609375,0.25390625,1.5975515842437744,False
29,29,29,0,False,WRONG REVISED ANSWER,169,15,15,0.0887573964497041,False,0.0020833333333333,0.0019723865877712,0.0059171597633136,0.0059171597633136,0.0014190673828125,1.0,0.25,2.077375888824463,False
30,30,30,0,True,CORRECT ANSWER,158,6,6,0.0379746835443038,False,0.0023239715189873,0.0022415611814345,0.0063291139240506,0.0063291139240506,0.0014114379882812,0.99609375,0.26953125,1.359214425086975,False
31,31,31,0,True,CORRECT ANSWER,139,8,8,0.0575539568345323,False,0.0022622526978417,0.0023606115107913,0.0071942446043165,0.0071942446043165,0.0016250610351562,0.99609375,0.26171875,1.6703602075576782,False
32,32,32,0,True,CORRECT ANSWER,161,6,6,0.0372670807453416,False,0.0020137810559006,0.0019895186335403,0.0062111801242236,0.0062111801242236,0.0014419555664062,0.9921875,0.26171875,1.269484281539917,False
33,33,33,0,True,CORRECT ANSWER,149,5,5,0.0335570469798657,False,0.002118288590604,0.0022441275167785,0.0067114093959731,0.0067114093959731,0.0015792846679687,0.99609375,0.267578125,1.0525723695755005,False
34,34,34,0,True,CORRECT ANSWER,133,6,6,0.0451127819548872,False,0.0024866854636591,0.0024279448621553,0.0075187969924812,0.0075187969924812,0.001708984375,0.99609375,0.265625,1.4402832984924316,False
35,35,35,0,True,CORRECT ANSWER,150,7,7,0.0466666666666666,False,0.0022470238095238,0.0022172619047619,0.0066666666666666,0.0066666666666666,0.0015335083007812,0.99609375,0.265625,1.441053032875061,False
36,36,36,0,True,CORRECT ANSWER,147,3,3,0.0204081632653061,False,0.0024978741496598,0.0024270124716553,0.0068027210884353,0.0068027210884353,0.0016326904296875,0.99609375,0.265625,0.8281251788139343,False
37,37,37,0,False,WRONG REVISED ANSWER,178,19,20,0.1123595505617977,False,0.0019750702247191,0.0019838483146067,0.0056179775280898,0.0056179775280898,0.0013351440429687,0.99609375,0.240234375,2.098673820495605,False
38,38,38,0,True,CORRECT ANSWER,178,11,11,0.0617977528089887,False,0.0019870403472931,0.0017955183861082,0.0056179775280898,0.0056179775280898,0.001312255859375,0.99609375,0.25,1.7724175453186035,False
39,39,39,0,True,CORRECT ANSWER,150,6,6,0.04,False,0.0023784722222222,0.0023263888888888,0.0066666666666666,0.0066666666666666,0.00152587890625,0.99609375,0.263671875,1.3371423482894895,False
40,40,40,0,True,CORRECT ANSWER,143,7,7,0.0489510489510489,False,0.0023414085914085,0.0022945804195804,0.0069930069930069,0.0069930069930069,0.0016021728515625,0.99609375,0.26171875,1.5277358293533323,False
41,41,41,0,True,CORRECT ANSWER,145,6,6,0.0413793103448275,False,0.0024425287356321,0.002478448275862,0.0068965517241379,0.0068965517241379,0.0016021728515625,0.99609375,0.263671875,1.522904396057129,False
42,42,42,0,True,CORRECT ANSWER,151,6,6,0.0397350993377483,False,0.0025006898454746,0.0021385209713024,0.0066225165562913,0.0066225165562913,0.001556396484375,0.99609375,0.267578125,1.43441903591156,False
43,43,43,0,False,WRONG REVISED ANSWER,161,9,10,0.062111801242236,False,0.0022030279503105,0.0018924689440993,0.0062111801242236,0.0062111801242236,0.0014877319335937,0.99609375,0.255859375,1.6103435754776,False
44,44,44,0,True,CORRECT ANSWER,237,9,9,0.0379746835443038,False,0.0015383263009845,0.0014211204875761,0.0042194092827004,0.0042194092827004,0.0009841918945312,0.99609375,0.255859375,1.4016921520233154,False
45,45,45,0,True,CORRECT ANSWER,154,10,10,0.0649350649350649,False,0.0024249188311688,0.0022321428571428,0.0064935064935064,0.0064935064935064,0.0014877319335937,0.99609375,0.259765625,1.8468436002731323,False
46,46,46,0,False,WRONG REVISED ANSWER,188,13,14,0.0744680851063829,False,0.0020777925531914,0.0018047112462006,0.0053191489361702,0.0053191489361702,0.001251220703125,0.99609375,0.248046875,1.9127317667007449,False
47,47,47,0,False,WRONG INTIAL ANSWER,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
48,48,48,0,True,CORRECT ANSWER,169,9,9,0.0532544378698224,False,0.0020134779750164,0.0018902038132807,0.0059171597633136,0.0059171597633136,0.0014190673828125,0.99609375,0.2578125,1.5905476808547974,False
49,49,49,0,True,CORRECT ANSWER,145,4,4,0.0275862068965517,False,0.0024245689655172,0.0021417025862068,0.0068965517241379,0.0068965517241379,0.0015869140625,0.99609375,0.2734375,1.047026515007019,False
50,50,50,0,False,WRONG REVISED ANSWER,197,10,10,0.0507614213197969,False,0.0018163071065989,0.0018163071065989,0.0050761421319796,0.0050761421319796,0.0011978149414062,0.99609375,0.259765625,1.5143061876296997,False
51,51,51,0,True,CORRECT ANSWER,193,5,5,0.0259067357512953,False,0.0018782383419689,0.0018215673575129,0.005181347150259,0.005181347150259,0.001190185546875,0.99609375,0.26171875,0.982202410697937,False
52,52,52,0,True,CORRECT ANSWER,144,6,6,0.0416666666666666,False,0.0020254629629629,0.0019079137731481,0.0069444444444444,0.0069444444444444,0.0015640258789062,0.99609375,0.265625,1.1178550720214844,False
53,53,53,0,False,WRONG REVISED ANSWER,207,2,2,0.0096618357487922,False,0.0020569142512077,0.0019436896135265,0.0048309178743961,0.0048309178743961,0.0011672973632812,0.99609375,0.267578125,0.6405089497566223,False
54,54,54,0,True,CORRECT ANSWER,176,7,7,0.0397727272727272,False,0.0021687297077922,0.0017375202922077,0.0056818181818181,0.0056818181818181,0.0013427734375,0.99609375,0.255859375,1.4264851808547974,False
55,55,55,0,True,CORRECT ANSWER,179,13,13,0.0726256983240223,False,0.0022426944563816,0.0019069617533304,0.0055865921787709,0.0055865921787709,0.0012664794921875,0.99609375,0.251953125,2.009920835494995,False
56,56,56,0,False,WRONG REVISED ANSWER,180,15,15,0.0833333333333333,False,0.0019675925925925,0.0017361111111111,0.0055555555555555,0.0055555555555555,0.0012283325195312,0.99609375,0.25,1.970643162727356,False
57,57,57,0,False,WRONG INTIAL ANSWER,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
58,58,58,0,True,CORRECT ANSWER,154,9,9,0.0584415584415584,False,0.0021081349206349,0.0023448773448773,0.0064935064935064,0.0064935064935064,0.0014495849609375,0.99609375,0.259765625,1.580801010131836,False
59,59,59,0,False,WRONG REVISED ANSWER,162,6,6,0.037037037037037,False,0.0023630401234567,0.0022826646090534,0.0061728395061728,0.0061728395061728,0.0014877319335937,0.99609375,0.259765625,1.3583134412765503,False
60,60,60,0,False,WRONG REVISED ANSWER,159,5,5,0.0314465408805031,False,0.0022012578616352,0.0021422955974842,0.0062893081761006,0.0062893081761006,0.0014495849609375,0.99609375,0.259765625,1.2485865354537964,False
61,61,61,0,False,WRONG REVISED ANSWER,176,9,9,0.0511363636363636,False,0.0021504103535353,0.0021504103535353,0.0056818181818181,0.0056818181818181,0.001312255859375,0.99609375,0.259765625,1.5560356378555298,False
62,62,62,0,False,WRONG REVISED ANSWER,146,8,9,0.0616438356164383,False,0.0023663432267884,0.0021166286149162,0.0068493150684931,0.0068493150684931,0.0015945434570312,0.99609375,0.259765625,1.5715034008026123,False
63,63,63,0,False,WRONG REVISED ANSWER,160,7,7,0.04375,False,0.0019949776785714,0.0023158482142857,0.00625,0.00625,0.0014724731445312,0.99609375,0.2578125,1.3755824565887451,False
64,64,64,0,True,CORRECT ANSWER,171,7,7,0.0409356725146198,False,0.0019710735171261,0.0018796992481203,0.0058479532163742,0.0058479532163742,0.00146484375,0.99609375,0.26171875,1.3266997337341309,False
65,65,65,0,True,CORRECT ANSWER,221,20,20,0.090497737556561,False,0.0015130090497737,0.0014069570135746,0.004524886877828,0.004524886877828,0.0010910034179687,0.99609375,0.24609375,1.98726487159729,False
66,66,66,0,True,CORRECT ANSWER,163,5,5,0.0306748466257668,False,0.0019842791411042,0.002118481595092,0.0061349693251533,0.0061349693251533,0.0014877319335937,0.9921875,0.265625,1.0022042989730835,False
67,67,67,0,True,CORRECT ANSWER,133,5,5,0.037593984962406,False,0.0023261278195488,0.0021381578947368,0.0075187969924812,0.0075187969924812,0.0017547607421875,0.99609375,0.265625,1.211039662361145,False
68,68,68,0,True,CORRECT ANSWER,131,4,4,0.0305343511450381,False,0.0026240458015267,0.0021469465648854,0.0076335877862595,0.0076335877862595,0.0017242431640625,0.9921875,0.271484375,1.0948866605758667,False
69,69,69,0,True,CORRECT ANSWER,136,7,7,0.0514705882352941,False,0.0026588760504201,0.0022157300420168,0.0073529411764705,0.0073529411764705,0.0016937255859375,0.99609375,0.263671875,1.5830448865890503,False
70,70,70,0,False,WRONG REVISED ANSWER,160,5,5,0.03125,False,0.002255859375,0.002138671875,0.00625,0.00625,0.0014572143554687,0.99609375,0.26171875,1.319149613380432,False
71,71,71,0,False,WRONG REVISED ANSWER,162,13,13,0.0802469135802469,False,0.0021070750237416,0.0022554605887939,0.0061728395061728,0.0061728395061728,0.0014419555664062,0.99609375,0.255859375,1.9578382968902588,False
72,72,72,0,True,CORRECT ANSWER,166,3,3,0.0180722891566265,False,0.0021335341365461,0.0022276606425702,0.0060240963855421,0.0060240963855421,0.001434326171875,0.99609375,0.267578125,0.8269035816192627,False
73,73,73,0,True,CORRECT ANSWER,185,16,17,0.0918918918918919,False,0.0019574721780604,0.0017885532591414,0.0054054054054054,0.0054054054054054,0.0012588500976562,0.99609375,0.251953125,2.071711301803589,False
74,74,74,0,True,CORRECT ANSWER,203,5,5,0.0246305418719211,False,0.0016856527093596,0.0017395320197044,0.0049261083743842,0.0049261083743842,0.0011672973632812,0.99609375,0.2578125,1.1105544567108154,False
75,75,75,0,False,WRONG REVISED ANSWER,169,11,11,0.0650887573964497,False,0.0018323023130715,0.0018238972565895,0.0059171597633136,0.0059171597633136,0.0014114379882812,0.99609375,0.2578125,1.6458346843719482,False
76,76,76,0,True,CORRECT ANSWER,150,10,10,0.0666666666666666,False,0.0021875,0.0021666666666666,0.0066666666666666,0.0066666666666666,0.0015335083007812,0.99609375,0.255859375,1.822438716888428,False
77,77,77,0,False,WRONG REVISED ANSWER,198,17,19,0.0959595959595959,False,0.0021431419457735,0.0016198165869218,0.005050505050505,0.005050505050505,0.001190185546875,0.9921875,0.248046875,2.1009488105773926,False
78,78,78,0,True,CORRECT ANSWER,147,6,6,0.0408163265306122,False,0.0024978741496598,0.0022321428571428,0.0068027210884353,0.0068027210884353,0.0015945434570312,0.99609375,0.265625,1.4161297082901,False
79,79,79,0,True,CORRECT ANSWER,147,7,7,0.0476190476190476,False,0.0024447278911564,0.0022776967930029,0.0068027210884353,0.0068027210884353,0.0016021728515625,0.99609375,0.26171875,1.5642602443695068,False
80,80,80,0,True,CORRECT ANSWER,153,6,7,0.0457516339869281,False,0.0024801587301587,0.0018528244631185,0.0065359477124183,0.0065359477124183,0.0014495849609375,0.9921875,0.259765625,1.37449312210083,False
81,81,81,0,True,CORRECT ANSWER,199,8,8,0.0402010050251256,False,0.0019236809045226,0.0015114635678391,0.0050251256281407,0.0050251256281407,0.0011978149414062,0.9921875,0.263671875,1.486066222190857,False
82,82,82,0,False,WRONG REVISED ANSWER,140,5,5,0.0357142857142857,False,0.0024107142857142,0.0022321428571428,0.0071428571428571,0.0071428571428571,0.0016555786132812,0.99609375,0.265625,1.1936447620391846,False
83,83,83,0,True,CORRECT ANSWER,238,20,20,0.0840336134453781,False,0.0016084558823529,0.001313025210084,0.0042016806722689,0.0042016806722689,0.001007080078125,0.99609375,0.2451171875,2.0409722328186035,False
84,84,84,0,False,WRONG INTIAL ANSWER,0,0,0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
85,85,85,0,True,CORRECT ANSWER,143,4,4,0.0279720279720279,False,0.0024175043706293,0.0021033653846153,0.0069930069930069,0.0069930069930069,0.0015869140625,0.99609375,0.2734375,1.0597105026245115,False
86,86,86,0,False,WRONG REVISED ANSWER,218,11,11,0.0504587155963302,False,0.0015507714762301,0.0015638031693077,0.0045871559633027,0.0045871559633027,0.0010833740234375,0.9921875,0.25390625,1.4149256944656372,False
87,87,87,0,True,CORRECT ANSWER,145,8,8,0.0551724137931034,False,0.0023302801724137,0.0020608836206896,0.0068965517241379,0.0068965517241379,0.0015792846679687,0.99609375,0.26171875,1.6517502069473269,False
88,88,88,0,False,WRONG REVISED ANSWER,173,10,10,0.0578034682080924,False,0.0018244219653179,0.0017611994219653,0.0057803468208092,0.0057803468208092,0.0013809204101562,0.99609375,0.25390625,1.5883572101593018,False
89,89,89,0,False,WRONG REVISED ANSWER,172,13,13,0.0755813953488372,False,0.0020824016100178,0.0020404740608228,0.005813953488372,0.005813953488372,0.0013961791992187,0.99609375,0.25390625,1.9270702600479128,False
90,90,90,0,True,CORRECT ANSWER,134,5,5,0.0373134328358208,False,0.0026935634328358,0.0024603544776119,0.0074626865671641,0.0074626865671641,0.0016555786132812,0.99609375,0.263671875,1.3294806480407717,False
91,91,91,0,True,CORRECT ANSWER,139,3,3,0.0215827338129496,False,0.002529226618705,0.0027165767386091,0.0071942446043165,0.0071942446043165,0.0016555786132812,0.99609375,0.267578125,0.8034395575523376,False
92,92,92,0,False,WRONG REVISED ANSWER,159,11,12,0.0754716981132075,False,0.0023421121593291,0.0020554900419287,0.0062893081761006,0.0062893081761006,0.0014495849609375,0.99609375,0.25,1.7555246353149414,False
93,93,93,0,False,WRONG REVISED ANSWER,224,6,6,0.0267857142857142,False,0.0018136160714285,0.0017322358630952,0.0044642857142857,0.0044642857142857,0.0010604858398437,0.99609375,0.26171875,1.2115087509155271,False
94,94,94,0,True,CORRECT ANSWER,143,5,5,0.0349650349650349,False,0.0021853146853146,0.0020323426573426,0.0069930069930069,0.0069930069930069,0.0015792846679687,0.99609375,0.265625,1.0414901971817017,False
95,95,95,0,True,CORRECT ANSWER,144,9,9,0.0625,False,0.0020978009259259,0.0020616319444444,0.0069444444444444,0.0069444444444444,0.0015869140625,0.99609375,0.2578125,1.5807512998580933,False
96,96,96,0,True,CORRECT ANSWER,146,8,8,0.0547945205479452,False,0.0022608090753424,0.0021537885273972,0.0068493150684931,0.0068493150684931,0.0015869140625,0.99609375,0.2578125,1.6069477796554563,False
97,97,97,0,True,CORRECT ANSWER,158,17,17,0.1075949367088607,False,0.0021058265078183,0.0022687081161578,0.0063291139240506,0.0063291139240506,0.0014419555664062,0.99609375,0.2470703125,2.204213857650757,False
98,98,98,0,False,WRONG REVISED ANSWER,180,7,7,0.0388888888888888,False,0.0022321428571428,0.0020089285714285,0.0055555555555555,0.0055555555555555,0.0012741088867187,0.99609375,0.26171875,1.556181788444519,False
99,99,99,0,False,WRONG REVISED ANSWER,184,9,9,0.0489130434782608,False,0.0019814311594202,0.0018115942028985,0.0054347826086956,0.0054347826086956,0.0012969970703125,0.99609375,0.259765625,1.669023871421814,False
0,0,100,0,False,WRONG REVISED ANSWER,154,5,5,0.0324675324675324,False,0.0022422889610389,0.0025365259740259,0.0064935064935064,0.0064935064935064,0.00146484375,0.9921875,0.26171875,1.1677595376968384,False
1,1,101,0,False,WRONG REVISED ANSWER,178,16,17,0.095505617977528,False,0.0021687045604758,0.0019415069398545,0.0056179775280898,0.0056179775280898,0.0013275146484375,1.0,0.244140625,2.184199333190918,False
2,2,102,0,True,CORRECT ANSWER,154,7,7,0.0454545454545454,False,0.0024785482374768,0.0019277597402597,0.0064935064935064,0.0064935064935064,0.0014877319335937,0.99609375,0.263671875,1.5366381406784058,False
3,3,103,0,True,CORRECT ANSWER,200,5,5,0.025,False,0.0019609375,0.0017109375,0.005,0.005,0.001220703125,0.99609375,0.259765625,1.1142828464508057,False
4,4,104,0,True,CORRECT ANSWER,163,10,10,0.0613496932515337,False,0.0020993098159509,0.0023773006134969,0.0061349693251533,0.0061349693251533,0.0014572143554687,0.99609375,0.255859375,1.7193161249160769,False
5,5,105,0,False,WRONG REVISED ANSWER,192,16,16,0.0833333333333333,False,0.0015767415364583,0.001678466796875,0.0052083333333333,0.0052083333333333,0.001190185546875,0.99609375,0.2431640625,1.8782228231430051,False
6,6,106,0,True,CORRECT ANSWER,182,10,10,0.0549450549450549,False,0.0018887362637362,0.0019488324175824,0.0054945054945054,0.0054945054945054,0.0012741088867187,0.99609375,0.251953125,1.656268835067749,False
7,7,107,0,True,CORRECT ANSWER,162,10,10,0.0617283950617283,False,0.0023341049382716,0.0021701388888888,0.0061728395061728,0.0061728395061728,0.00146484375,0.99609375,0.26171875,1.8238649368286133,False
8,8,108,0,True,CORRECT ANSWER,165,4,4,0.0242424242424242,False,0.002059659090909,0.0022135416666666,0.006060606060606,0.006060606060606,0.0014572143554687,0.99609375,0.263671875,1.0219242572784424,False
9,9,109,0,True,CORRECT ANSWER,142,11,11,0.0774647887323943,False,0.0024407810499359,0.0022807298335467,0.0070422535211267,0.0070422535211267,0.00164794921875,0.99609375,0.26171875,1.8916813135147093,False
10,10,110,0,True,CORRECT ANSWER,204,12,12,0.0588235294117647,False,0.0019020629084967,0.0016276041666666,0.0049019607843137,0.0049019607843137,0.0011367797851562,0.99609375,0.259765625,1.719456672668457,False
11,11,111,0,True,CORRECT ANSWER,159,5,5,0.0314465408805031,False,0.0021128144654088,0.0021619496855345,0.0062893081761006,0.0062893081761006,0.0014495849609375,0.99609375,0.265625,1.0433486700057983,False
12,12,112,0,True,CORRECT ANSWER,149,5,5,0.0335570469798657,False,0.0020658557046979,0.0021078020134228,0.0067114093959731,0.0067114093959731,0.0015640258789062,0.99609375,0.26171875,1.023208498954773,False
13,13,113,0,True,CORRECT ANSWER,166,11,11,0.0662650602409638,False,0.002147795728368,0.0019937705366922,0.0060240963855421,0.0060240963855421,0.0014572143554687,0.99609375,0.25390625,1.8003394603729248,False
14,14,114,0,True,CORRECT ANSWER,166,4,5,0.0301204819277108,False,0.0028614457831325,0.0019954819277108,0.0060240963855421,0.0060240963855421,0.001434326171875,0.99609375,0.267578125,1.1801750659942627,False
15,15,115,0,True,CORRECT ANSWER,163,14,14,0.0858895705521472,False,0.0020267309377738,0.0020815074496056,0.0061349693251533,0.0061349693251533,0.0014724731445312,0.9921875,0.25,1.9781674146652224,False
16,16,116,0,False,WRONG REVISED ANSWER,159,14,15,0.0943396226415094,False,0.0022929769392033,0.0020309224318658,0.0062893081761006,0.0062893081761006,0.0014266967773437,0.99609375,0.251953125,2.019197702407837,False
17,17,117,0,True,CORRECT ANSWER,137,4,4,0.0291970802919708,False,0.0024235857664233,0.0025946624087591,0.0072992700729927,0.0072992700729927,0.00164794921875,0.99609375,0.267578125,1.1015751361846924,False
18,18,118,0,True,CORRECT ANSWER,147,4,4,0.0272108843537414,False,0.0022055697278911,0.0022985756802721,0.0068027210884353,0.0068027210884353,0.0015640258789062,0.9921875,0.265625,1.018128752708435,False
19,19,119,0,True,CORRECT ANSWER,162,11,11,0.0679012345679012,False,0.0022446689113355,0.0019377805836139,0.0061728395061728,0.0061728395061728,0.0014724731445312,0.99609375,0.2578125,1.7601600885391235,False
20,20,120,0,True,CORRECT ANSWER,153,7,7,0.0457516339869281,False,0.0023050887021475,0.0021300186741363,0.0065359477124183,0.0065359477124183,0.0014801025390625,0.99609375,0.259765625,1.4500640630722046,False
21,21,121,0,False,WRONG REVISED ANSWER,166,8,8,0.0481927710843373,False,0.0022825677710843,0.0018354668674698,0.0060240963855421,0.0060240963855421,0.0014419555664062,0.99609375,0.2578125,1.6933435201644895,False
22,22,122,0,True,CORRECT ANSWER,134,7,7,0.0522388059701492,False,0.0025486407249466,0.0026319296375266,0.0074626865671641,0.0074626865671641,0.0016708374023437,0.99609375,0.265625,1.6088625192642212,False
23,23,123,0,True,CORRECT ANSWER,152,10,10,0.0657894736842105,False,0.0024465460526315,0.0025185032894736,0.006578947368421,0.006578947368421,0.00152587890625,0.99609375,0.255859375,1.965317964553833,False
24,24,124,0,True,CORRECT ANSWER,170,9,9,0.0529411764705882,False,0.0020935457516339,0.00203227124183,0.0058823529411764,0.0058823529411764,0.0013580322265625,0.99609375,0.26171875,1.6401575803756714,False
25,25,125,0,False,WRONG REVISED ANSWER,161,3,3,0.0186335403726708,False,0.0023777173913043,0.0019733436853002,0.0062111801242236,0.0062111801242236,0.0014572143554687,0.99609375,0.265625,0.889787495136261,False
26,26,126,0,False,WRONG REVISED ANSWER,172,11,11,0.063953488372093,False,0.0020646141649048,0.0021141649048625,0.005813953488372,0.005813953488372,0.0014190673828125,0.99609375,0.25390625,1.7762717008590698,False
27,27,127,0,False,WRONG REVISED ANSWER,217,23,24,0.1105990783410138,False,0.0016801075268817,0.0015721006144393,0.0046082949308755,0.0046082949308755,0.0010833740234375,0.99609375,0.236328125,2.009492874145508,False
28,28,128,0,True,CORRECT ANSWER,158,5,5,0.0316455696202531,False,0.0024327531645569,0.0019778481012658,0.0063291139240506,0.0063291139240506,0.00146484375,0.99609375,0.267578125,1.1642405986785889,False
29,29,129,0,True,CORRECT ANSWER,191,9,11,0.0575916230366492,False,0.0024541884816753,0.0018146120894811,0.0052356020942408,0.0052356020942408,0.001220703125,0.99609375,0.2578125,1.675268054008484,False
30,30,130,0,True,CORRECT ANSWER,169,19,20,0.1183431952662721,False,0.002135724852071,0.0020525147928994,0.0059171597633136,0.0059171597633136,0.0014114379882812,0.99609375,0.2431640625,2.2889184951782227,False
